Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %,Year
350,Now You See Me,"$351,723,989","$117,723,989",33.47%,"$234,000,000",66.53,2013
351,Hannibal,"$351,692,268","$165,092,268",46.94%,"$186,600,000",53.06,2001
352,Peter Rabbit,"$351,266,433","$115,253,424",32.81%,"$236,013,009",67.19,2018
353,Titanic 2012 3D Release,"$350,449,521","$57,884,114",16.52%,"$292,565,407",83.48,2012
354,Dinosaur,"$349,822,765","$137,748,063",39.38%,"$212,074,702",60.62,2000
355,Mary Poppins Returns,"$349,537,494","$171,958,438",49.2%,"$177,579,056",50.8,2018
356,The Lorax,"$348,961,366","$214,151,550",61.37%,"$134,809,816",38.63,2012
357,The Maze Runner,"$348,319,861","$102,427,862",29.41%,"$245,891,999",70.59,2014
358,The Smurfs 2,"$347,545,360","$71,017,784",20.43%,"$276,527,576",79.57,2013
359,National Treasure,"$347,512,318","$173,008,894",49.78%,"$174,503,424",50.22,2004
360,Rush Hour 2,"$347,325,802","$226,164,286",65.12%,"$121,161,516",34.88,2001
361,Trolls,"$347,013,487","$153,856,089",44.34%,"$193,157,398",55.66,2016
362,xXx: Return of Xander Cage,"$346,118,277","$44,898,413",12.97%,"$301,219,864",87.03,2017
363,How the Grinch Stole Christmas,"$345,842,198","$260,745,620",75.39%,"$85,096,578",24.61,2000
364,Star Trek Beyond,"$343,471,816","$158,848,340",46.25%,"$184,623,476",53.75,2016
365,Alvin and the Chipmunks: Chipwrecked,"$342,695,435","$133,110,742",38.84%,"$209,584,693",61.16,2011
366,Wanted,"$342,463,063","$134,508,551",39.28%,"$207,954,512",60.72,2008
367,A Quiet Place,"$340,939,361","$188,024,361",55.15%,"$152,915,000",44.85,2018
368,Enchanted,"$340,487,652","$127,807,262",37.54%,"$212,680,390",62.46,2007
369,Over the Hedge,"$339,795,890","$155,019,340",45.62%,"$184,776,550",54.38,2006
370,300: Rise of an Empire,"$337,580,051","$106,580,051",31.57%,"$231,000,000",68.43,2014
371,Prince of Persia: The Sands of Time,"$336,365,676","$90,759,676",26.98%,"$245,606,000",73.02,2009
372,The Curious Case of Benjamin Button,"$335,802,786","$127,509,326",37.97%,"$208,293,460",62.03,2008
373,Journey 2: The Mysterious Island,"$335,260,290","$103,860,290",30.98%,"$231,400,000",69.02,2012
374,The Great Wall,"$334,933,831","$45,540,830",13.6%,"$289,393,001",86.4,2016
375,Now You See Me 2,"$334,897,606","$65,075,540",19.43%,"$269,822,066",80.57,2016
376,Fantastic Four,"$333,535,934","$154,696,080",46.38%,"$178,839,854",53.62,2005
377,The Good Dinosaur,"$332,207,671","$123,087,120",37.05%,"$209,120,551",62.95,2015
378,22 Jump Street,"$331,333,876","$191,719,337",57.86%,"$139,614,539",42.14,2014
379,Meet the Parents,"$330,444,045","$166,244,045",50.31%,"$164,200,000",49.69,2000
380,Forrest Gump,"$329,696,009","$329,694,499",100.0%,"$1,510",0.0,1994
381,Black Swan,"$329,398,046","$106,954,678",32.47%,"$222,443,368",67.53,2010
382,The Perfect Storm,"$328,718,434","$182,618,434",55.55%,"$146,100,000",44.45,2000
383,John Wick: Chapter 3 - Parabellum,"$327,777,335","$171,015,687",52.17%,"$156,761,648",47.83,2019
384,The Devil Wears Prada,"$326,713,521","$124,740,460",38.18%,"$201,973,061",61.82,2006
385,Taken 3,"$326,479,141","$89,256,424",27.34%,"$237,222,717",72.66,2015
386,A Christmas Carol,"$325,286,646","$137,855,863",42.38%,"$187,430,783",57.62,2009
387,The SpongeBob Movie: Sponge Out of Water,"$325,186,032","$162,994,032",50.12%,"$162,192,000",49.88,2015
388,Megamind,"$321,885,765","$148,415,853",46.11%,"$173,469,912",53.89,2010
389,Green Book,"$321,752,656","$85,080,171",26.44%,"$236,672,485",73.56,2018
390,Robin Hood,"$321,669,741","$105,269,730",32.73%,"$216,400,011",67.27,2010
391,Inglourious Basterds,"$321,455,689","$120,540,719",37.5%,"$200,914,970",62.5,2009
392,The Conjuring 2,"$321,370,008","$102,470,008",31.89%,"$218,900,000",68.11,2016
393,Sonic the Hedgehog,"$319,715,683","$148,974,665",46.6%,"$170,741,018",53.4,2020
394,The Last Airbender,"$319,713,881","$131,772,187",41.22%,"$187,941,694",58.78,2010
395,The Conjuring,"$319,494,638","$137,400,141",43.01%,"$182,094,497",56.99,2013
396,The Proposal,"$317,375,031","$163,958,031",51.66%,"$153,417,000",48.34,2009
397,The Expendables 2,"$314,975,955","$85,028,192",27.0%,"$229,947,763",73.0,2012
398,Chicken Little,"$314,432,837","$135,386,665",43.06%,"$179,046,172",56.94,2005
399,A Beautiful Mind,"$313,542,341","$170,742,341",54.46%,"$142,800,000",45.54,2001
400,Knives Out,"$312,897,920","$165,363,234",52.85%,"$147,534,686",47.15,2019
401,Maze Runner: The Scorch Trials,"$312,296,056","$81,697,192",26.16%,"$230,598,864",73.84,2015
402,Resident Evil: The Final Chapter,"$312,242,626","$26,830,068",8.59%,"$285,412,558",91.41,2016
403,The Lego Batman Movie,"$312,150,384","$175,750,384",56.3%,"$136,400,000",43.7,2017
404,Ocean's Thirteen,"$311,312,624","$117,154,724",37.63%,"$194,157,900",62.37,2007
405,Little Fockers,"$310,650,585","$148,438,600",47.78%,"$162,211,985",52.22,2010
406,Bolt,"$309,979,994","$114,053,579",36.79%,"$195,926,415",63.21,2008
407,Runaway Bride,"$309,460,292","$152,257,509",49.2%,"$157,202,783",50.8,1999
408,The Blind Side,"$309,208,309","$255,959,475",82.78%,"$53,248,834",17.22,2009
409,The Ex-File 3: Return of the Exes,"$307,592,427","$838,959",0.27%,"$306,753,468",99.73,2017
411,The Fault in Our Stars,"$307,166,834","$124,872,350",40.65%,"$182,294,484",59.35,2014
412,The Pursuit of Happyness,"$307,127,625","$163,566,459",53.26%,"$143,561,166",46.74,2006
413,Rise of the Guardians,"$306,941,670","$103,412,758",33.69%,"$203,528,912",66.31,2012
414,Chicago,"$306,776,732","$170,687,518",55.64%,"$136,089,214",44.36,2002
415,Annabelle: Creation,"$306,592,201","$102,092,201",33.3%,"$204,500,000",66.7,2017
416,Independence Day,"$306,172,558","$306,169,268",100.0%,"$3,290",0.0,1996
417,Wonder,"$305,937,718","$132,422,809",43.28%,"$173,514,909",56.72,2017
418,Skyscraper,"$304,868,961","$68,420,120",22.44%,"$236,448,841",77.56,2018
419,A Good Day to Die Hard,"$304,654,182","$67,349,198",22.11%,"$237,304,984",77.89,2013
420,Mulan,"$304,320,254","$120,620,254",39.64%,"$183,700,000",60.36,1998
421,Dangal,"$303,723,636","$12,391,761",4.08%,"$291,331,875",95.92,2016
422,Passengers,"$303,144,152","$100,014,699",32.99%,"$203,129,453",67.01,2016
423,Battleship,"$303,025,485","$65,422,625",21.59%,"$237,602,860",78.41,2012
424,G.I. Joe: The Rise of Cobra,"$302,469,017","$150,201,498",49.66%,"$152,267,519",50.34,2009
425,Wrath of the Titans,"$301,970,083","$83,670,083",27.71%,"$218,300,000",72.29,2012
426,Fantastic Four: Rise of the Silver Surfer,"$301,913,131","$131,921,738",43.7%,"$169,991,393",56.3,2007
427,Resident Evil: Afterlife,"$300,228,084","$60,128,566",20.03%,"$240,099,518",79.97,2010
428,Van Helsing,"$300,157,638","$120,177,084",40.04%,"$179,980,554",59.96,2004
429,Stuart Little,"$300,135,367","$140,035,367",46.66%,"$160,100,000",53.34,1999
430,Alice Through the Looking Glass,"$299,457,024","$77,041,381",25.73%,"$222,415,643",74.27,2016
431,Real Steel,"$299,268,508","$85,468,508",28.56%,"$213,800,000",71.44,2011
432,Horton Hears a Who!,"$298,572,799","$154,529,439",51.76%,"$144,043,360",48.24,2008
433,Ocean's Eight,"$297,718,711","$140,218,711",47.1%,"$157,500,000",52.9,2018
434,The Divergent Series: Insurgent,"$297,002,527","$130,179,072",43.83%,"$166,823,455",56.17,2015
435,Austin Powers in Goldmember,"$296,939,148","$213,307,889",71.84%,"$83,631,259",28.16,2002
436,Miss Peregrine's Home for Peculiar Children,"$296,482,446","$87,242,834",29.43%,"$209,239,612",70.57,2016
437,X-Men,"$296,339,528","$157,299,718",53.08%,"$139,039,810",46.92,2000
438,Ferdinand,"$296,069,199","$84,410,380",28.51%,"$211,658,819",71.49,2017
439,Shutter Island,"$294,804,195","$128,012,934",43.42%,"$166,791,261",56.58,2010
440,Doctor Dolittle,"$294,456,605","$144,156,605",48.96%,"$150,300,000",51.04,1998
441,Bee Movie,"$293,514,336","$126,631,277",43.14%,"$166,883,059",56.86,2007
442,Salt,"$293,503,354","$118,311,368",40.31%,"$175,191,986",59.69,2010
443,G-Force,"$292,817,841","$119,436,770",40.79%,"$173,381,071",59.21,2009
444,The Departed,"$291,465,034","$132,384,315",45.42%,"$159,080,719",54.58,2006
445,What Lies Beneath,"$291,420,351","$155,464,351",53.35%,"$135,956,000",46.65,2000
446,Pacific Rim: Uprising,"$290,930,148","$59,874,525",20.58%,"$231,055,623",79.42,2018
447,Sex and the City 2,"$290,745,055","$95,347,692",32.79%,"$195,397,363",67.21,2010
448,The Bourne Supremacy,"$290,633,422","$176,241,941",60.64%,"$114,391,481",39.36,2004
449,Shakespeare in Love,"$289,317,794","$100,317,794",34.67%,"$189,000,000",65.33,1998
450,Home Alone,"$289,012,363","$285,761,243",98.88%,"$3,251,120",1.12,1990
451,Divergent,"$288,885,818","$150,947,895",52.25%,"$137,937,923",47.75,2014
452,Wedding Crashers,"$288,467,645","$209,255,921",72.54%,"$79,211,724",27.46,2005
453,Bridesmaids,"$288,383,523","$169,106,725",58.64%,"$119,276,798",41.36,2011
454,Maze Runner: The Death Cure,"$288,175,335","$58,032,443",20.14%,"$230,142,892",79.86,2018
455,American Pie 2,"$287,553,595","$145,103,595",50.46%,"$142,450,000",49.54,2001
456,Pitch Perfect 2,"$287,144,079","$184,296,230",64.18%,"$102,847,849",35.82,2015
457,The Green Mile,"$286,801,374","$136,801,374",47.7%,"$150,000,000",52.3,1999
458,Oblivion,"$286,168,572","$89,107,235",31.14%,"$197,061,337",68.86,2013
459,Elysium,"$286,140,700","$93,050,117",32.52%,"$193,090,583",67.48,2013
460,The Polar Express,"$286,000,505","$162,775,358",56.91%,"$123,225,147",43.09,2004
461,Lethal Weapon 4,"$285,444,603","$130,444,603",45.7%,"$155,000,000",54.3,1998
462,John Carter,"$284,139,100","$73,078,100",25.72%,"$211,061,000",74.28,2012
463,Turbo,"$282,570,682","$83,028,128",29.38%,"$199,542,554",70.62,2013
464,Bridget Jones's Diary,"$281,929,795","$71,543,427",25.38%,"$210,386,368",74.62,2001
465,The Tourist,"$278,780,441","$67,631,157",24.26%,"$211,149,284",75.74,2010
466,Split,"$278,454,358","$138,291,365",49.66%,"$140,162,993",50.34,2017
467,Scary Movie,"$278,019,771","$157,019,771",56.48%,"$121,000,000",43.52,2000
468,xXx,"$277,448,382","$142,109,382",51.22%,"$135,339,000",48.78,2002
469,The Bourne Legacy,"$276,144,750","$113,203,870",40.99%,"$162,940,880",59.01,2012
470,Mr. Peabody & Sherman,"$275,698,039","$111,506,430",40.45%,"$164,191,609",59.55,2014
471,Scooby-Doo,"$275,650,703","$153,294,164",55.61%,"$122,356,539",44.39,2002
472,Lincoln,"$275,293,450","$182,207,973",66.19%,"$93,085,477",33.81,2012
473,Tomb Raider,"$274,950,803","$58,250,803",21.19%,"$216,700,000",78.81,2018
474,Spirited Away,"$274,925,095","$10,055,859",3.66%,"$264,869,236",96.34,2001
475,Lara Croft: Tomb Raider,"$274,703,340","$131,168,070",47.75%,"$143,535,270",52.25,2001
476,The Expendables,"$274,470,394","$103,068,524",37.55%,"$171,401,870",62.45,2010
477,Cloudy with a Chance of Meatballs 2,"$274,325,949","$119,793,567",43.67%,"$154,532,382",56.33,2013
478,Bad Boys II,"$273,339,556","$138,608,444",50.71%,"$134,731,112",49.29,2003
479,Lilo & Stitch,"$273,144,151","$145,794,338",53.38%,"$127,349,813",46.62,2002
480,Grown Ups,"$271,430,189","$162,001,186",59.68%,"$109,429,003",40.32,2010
481,Neighbors,"$270,665,134","$150,157,400",55.48%,"$120,507,734",44.52,2014
482,We're the Millers,"$269,994,119","$150,394,119",55.7%,"$119,600,000",44.3,2012
483,Gran Torino,"$269,958,228","$148,095,302",54.86%,"$121,862,926",45.14,2008
484,"10,000 BC","$269,784,201","$94,784,201",35.13%,"$175,000,000",64.87,2008
485,American Gangster,"$269,755,430","$130,164,645",48.25%,"$139,590,785",51.75,2007
486,Epic,"$268,426,634","$107,518,682",40.06%,"$160,907,952",59.94,2013
487,Exodus: Gods and Kings,"$268,175,631","$65,014,513",24.24%,"$203,161,118",75.76,2014
488,Paddington,"$268,047,808","$76,271,832",28.45%,"$191,775,976",71.55,2014
489,This Is It,"$267,983,588","$72,091,016",26.9%,"$195,892,572",73.1,2009
490,The Princess and the Frog,"$267,045,765","$104,400,899",39.09%,"$162,644,866",60.91,2009
491,Batman Returns,"$266,831,698","$162,831,698",61.02%,"$104,000,000",38.98,1992
492,Something's Gotta Give,"$265,328,738","$124,728,738",47.01%,"$140,600,000",52.99,2003
493,Bridget Jones: The Edge of Reason,"$265,126,918","$40,226,215",15.17%,"$224,900,703",84.83,2004
494,The Incredible Hulk,"$264,770,996","$134,806,913",50.91%,"$129,964,083",49.09,2008
495,The Truman Show,"$264,118,201","$125,618,201",47.56%,"$138,500,000",52.44,1998
496,Charlie's Angels,"$264,105,545","$125,305,545",47.45%,"$138,800,000",52.55,2000
497,Borat,"$262,552,893","$128,505,958",48.94%,"$134,046,935",51.06,2006
498,Robots,"$262,511,490","$128,200,012",48.84%,"$134,311,478",51.16,2005
499,Knight and Day 2010 Re-release,"$261,930,436","$76,423,035",29.18%,"$185,507,401",70.82,2010
500,Terminator: Dark Fate,"$261,119,292","$62,253,077",23.84%,"$198,866,215",76.16,2019
501,The Lone Ranger,"$260,502,115","$89,302,115",34.28%,"$171,200,000",65.72,2013
502,Super 8,"$260,095,986","$127,004,179",48.83%,"$133,091,807",51.17,2011
503,Mojin: The Lost Legend,"$259,368,448","$1,243,810",0.48%,"$258,124,638",99.52,2015
504,Charlie's Angels: Full Throttle,"$259,175,788","$100,830,111",38.9%,"$158,345,677",61.1,2003
505,Blade Runner 2049,"$259,154,159","$92,054,159",35.52%,"$167,100,000",64.48,2017
506,Parasite,"$258,129,037","$53,369,749",20.68%,"$204,759,288",79.32,2019
507,Rush Hour 3,"$258,097,122","$140,125,968",54.29%,"$117,971,154",45.71,2007
508,Kung Fu Yoga,"$257,743,016","$362,657",0.14%,"$257,380,359",99.86,2017
509,Annabelle,"$257,047,661","$84,273,813",32.79%,"$172,773,848",67.21,2014
510,The Village,"$256,697,520","$114,197,520",44.49%,"$142,500,000",55.51,2003
511,Lost in Hong Kong,"$256,283,912","$1,302,281",0.51%,"$254,981,631",99.49,2015
512,Erin Brockovich,"$256,271,286","$125,595,205",49.01%,"$130,676,081",50.99,2000
513,Us,"$256,022,707","$175,084,580",68.39%,"$80,938,127",31.61,2019
514,Marley & Me,"$255,743,093","$143,153,751",55.98%,"$112,589,342",44.02,2008
515,Halloween,"$255,485,178","$159,342,015",62.37%,"$96,143,163",37.63,2018
516,Get Out,"$255,407,969","$176,040,665",68.93%,"$79,367,304",31.07,2017
517,Baahubali 2: The Conclusion,"$254,158,390","$20,186,659",7.94%,"$233,971,731",92.06,2017
518,Men in Black: International,"$253,890,701","$80,001,807",31.51%,"$173,888,894",68.49,2019
519,Wild Hogs,"$253,625,427","$168,273,550",66.35%,"$85,351,877",33.65,2007
520,High School Musical 3: Senior Year,"$252,909,177","$90,559,416",35.81%,"$162,349,761",64.19,2008
